Keyword,homelight.com,redfin.com,trulia.com,remax.com,compass.com,Search Volume,Keyword Difficulty,CPC,Competition,Results,Keyword Intents,homelight.com (pages),redfin.com (pages),trulia.com (pages),remax.com (pages),compass.com (pages)
3022,0,31,0,0,0,12100,47,0.00,0,381000000,"informational, transactional",,https://www.redfin.com/CA/San-Diego/3022-Voltaire-St-92106/home/5356222,,,
3030 winchester,0,48,0,0,0,12100,53,0.00,0,7430000,"informational, transactional",,https://www.redfin.com/GA/Cumming/3030-Winchester-Dr-30041/home/24270498,,,
315,0,66,0,0,0,12100,46,0.58,0.01,977000000,informational,,https://www.redfin.com/VA/Leesburg/315-Barnfield-Sq-NE-20176/home/12004306,,,
33rd street,0,15,0,0,34,12100,35,0.00,0,22500000,commercial,,https://www.redfin.com/CA/San-Diego/4464-33rd-St-92116/home/5323334,,,https://www.compass.com/listing/33rd-street-orlando-fl-32839/447077249456825009/
38/40,0,54,80,0,0,12100,33,0.00,0,128000000,"informational, transactional",,https://www.redfin.com/CA/San-Francisco/38-Buena-Vista-Ter-94117/home/2016477,https://www.trulia.com/p/ma/springfield/38-40-rifle-st-springfield-ma-01105--2180446783,,
4/87,0,83,0,0,0,12100,16,0.00,0,20500000,informational,,https://www.redfin.com/IL/Sublette/4-Woodhaven-Dr-E-61367/home/113741183,,,
407,0,86,0,0,0,12100,74,0.31,0,676000000,"informational, navigational",,https://www.redfin.com/PA/Wynnewood/407-Arthurs-Round-Table-19096/home/38479519,,,
4570 henry,0,0,97,0,0,12100,53,0.00,0,3680000,informational,,,https://www.trulia.com/p/ny/bronx/4570-henry-hudson-pkwy-e-bronx-ny-10471--2123438854,,
49th st,0,15,24,59,0,12100,40,0.00,0,13700000,commercial,,https://www.redfin.com/CA/San-Diego/1722-49th-St-92102/home/5835079,https://www.trulia.com/c/fl/pinellas-park/49th-street-apartments-8400-49th-st-n-pinellas-park-fl-33781--2094956101,https://www.remax.com/fl/cape-coral/home-details/1423-sw-49th-st-cape-coral-fl-33914/3222148233364397989/M00000130/222059793,
4adam,0,22,0,0,43,12100,58,0.98,0,1730000,commercial,,https://www.redfin.com/NJ/South-Amboy/4-Adam-Blvd-08879/home/36954400,,,https://www.compass.com/listing/4-adam-lane-hanover-ma-02339/1060675324430583649/
50 st,0,72,0,0,0,12100,51,0.00,0,10440000000,informational,,https://www.redfin.com/IL/Chicago/734-W-50th-St-60609/home/13952973,,,
511 iowa,0,15,14,27,38,12100,57,0.00,0,83,informational,,https://www.redfin.com/FL/Orlando/511-Iowa-Woods-Cir-E-32824/home/46850965,https://www.trulia.com/p/tx/san-antonio/511-iowa-st-san-antonio-tx-78203--2070917900,https://www.remax.com/mt/eureka/home-details/511-iowa-flats-rd-eureka-mt-59917/13433838146390366608,https://www.compass.com/listing/511-iowa-street-san-antonio-tx-78203/994174534203347169/
52/2,0,94,0,0,0,12100,33,0.00,0,50000000,informational,,https://www.redfin.com/ME/Scarborough/52-2-Rod-Rd-04074/home/100318018,,,
55+ communities near me,0,80,0,0,0,12100,74,1.62,0.43,389000000,transactional,,https://www.redfin.com/city/8176/FL/Hollywood/amenity/55+community,,,
57th street,0,71,0,0,0,12100,63,0.00,0,15800000,"informational, transactional",,https://www.redfin.com/WA/Tacoma/2610-57th-St-Ct-E-98404/home/2598538,,,
5iron,0,55,0,0,0,12100,32,1.33,0.06,4400000,navigational,,https://www.redfin.com/CA/Ladera-Ranch/5-Iron-Horse-Trl-92694/home/5791136,,,
60/12,0,28,0,0,0,12100,21,0.00,0,24900000,informational,,https://www.redfin.com/NY/Queens/60-12-61st-St-11378/home/20665297,,,
626,0,71,0,0,0,12100,61,0.49,0,404000000,commercial,,https://www.redfin.com/CA/Los-Angeles/626-Siena-Way-90077/home/167436733,,,
7&11 near me,0,0,45,0,0,12100,69,1.24,0.01,90,transactional,,,https://www.trulia.com/p/me/wilton/lots-7-11-off-rte-156-wilton-me-04294--2546686315,,
710,0,86,0,0,0,12100,77,0.00,0,566000000,informational,,https://www.redfin.com/VA/Alexandria/710-N-Patrick-St-22314/home/11840366,,,
727,0,55,0,0,0,12100,59,2.21,0,382000000,"informational, transactional",,https://www.redfin.com/IL/Naperville/727-Wildflower-Cir-60540/home/14162076,,,
8020,0,64,0,0,0,12100,55,1.03,0.33,109000000,"navigational, transactional",,https://www.redfin.com/WA/Lake-Stevens/8020-3rd-St-NE-98258/home/2867083,,,
9 st,0,14,0,0,0,12100,63,0.00,0,7420000000,informational,,https://www.redfin.com/MD/Severna-Park/9-St-Ives-Dr-21146/home/10198864,,,
96 cascade ln fredericksburg va,0,1,20,13,0,12100,19,0.00,0,79,informational,,https://www.redfin.com/VA/Fredericksburg/96-Cascade-Ln-22406/home/11985635,https://www.trulia.com/p/va/fredericksburg/204-laurel-ave-fredericksburg-va-22408--1007273141,https://www.remax.com/va/fredericksburg/home-details/32-cascade-ln-fredericksburg-va-22406/10665155885172414995,
98 rock,0,38,0,0,0,12100,69,1.52,0.01,482000000,"informational, navigational",,https://www.redfin.com/MA/Medford/98-Rock-Glen-Rd-02155/home/11782563,,,
99ranch,0,75,0,0,0,12100,65,0.19,0.03,3510000,navigational,,https://www.redfin.com/CO/WOODLAND-PARK/99-RANCH-RD-80863/home/67365044,,,
abeillinois,0,75,0,0,0,12100,86,1.56,0.01,6520000,navigational,,https://www.redfin.com/IL/Joliet/420-Abe-St-60432/home/23180466,,,
abella,0,0,0,0,52,12100,50,0.75,0,139000000,informational,,,,,https://www.compass.com/agents/alex-abella/
aberdeen md,0,94,83,79,0,12100,62,0.00,0,29800000,"informational, transactional",,https://www.redfin.com/city/19/MD/Aberdeen,https://www.trulia.com/MD/Aberdeen/,https://www.remax.com/homes-for-sale/md/aberdeen/city/2400125,
academy mortgage,0,0,0,0,89,12100,66,3.01,0.05,96,navigational,,,,,https://www.compass.com/homes-for-sale/school/acadia-academy-school-lewiston-me-04240/
acre to sqft,0,0,99,0,0,12100,57,0.00,0,92600000,informational,,,https://www.trulia.com/c/nc/leland/3-bed-1363-sqft-1-550-25-dresser-ln-leland-nc-28451--2550006015,,
acreage for sale near me,0,8,10,6,0,12100,82,0.43,0.37,95,transactional,,https://www.redfin.com/land-near-me,https://www.trulia.com/land-for-sale-near-me/,https://www.remax.com/land-for-sale,
adare manor,0,76,0,0,0,12100,57,0.23,0.05,1250000,navigational,,https://www.redfin.com/VA/Ashburn/44428-Adare-Manor-Sq-20147/home/21679661,,,
addison il,0,0,93,76,0,12100,57,0.50,0.01,40700000,"informational, navigational",,,https://www.trulia.com/IL/Addison/,https://www.remax.com/homes-for-sale/il/addison/city/1700243,
addison tx,0,0,60,0,0,12100,68,0.87,0,24000000,"informational, navigational",,,https://www.trulia.com/TX/Addison/,,
adele 19,0,78,0,0,0,12100,51,1.16,0.19,108000000,"informational, transactional",,https://www.redfin.com/CA/Mission-Viejo/19-Adele-St-92694/home/5963320,,,
afford,0,84,0,0,0,12100,53,2.51,0,788000000,informational,,https://www.redfin.com/how-much-house-can-i-afford,,,
affordable apartments,0,0,27,0,0,12100,93,0.65,0.3,0,commercial,,,https://www.trulia.com/cheap-apartments-for-rent-near-me/,,
agency near me,0,0,0,94,0,12100,56,2.02,0.1,2260000000,transactional,,,,https://www.remax.com/,
air maxs,0,0,0,66,0,12100,74,0.47,1,92,"informational, transactional",,,,https://www.remax.com/,
airbnb charlotte nc,0,51,0,0,0,12100,61,0.61,0.37,2540000,"navigational, transactional",,https://www.redfin.com/city/3105/NC/Charlotte/amenity/short+term+rental,,,
airpo,0,0,48,0,0,12100,23,1.67,0,1780000,informational,,,"https://www.trulia.com/for_rent/Palm_Springs_Municipal_Airpo,CA/loft/",,
alameda ca,0,83,18,94,26,12100,78,0.33,0.01,61100000,"informational, navigational",,https://www.redfin.com/city/117/CA/Alameda,https://www.trulia.com/CA/Alameda/,https://www.remax.com/homes-for-sale/ca/alameda/city/0600562,https://www.compass.com/homes-for-sale/alameda-ca/
alan dale,0,51,0,0,97,12100,42,0.00,0,42300000,informational,,https://www.redfin.com/IL/Yorkville/2449-Alan-Dale-Ln-60560/home/21715994,,,https://www.compass.com/listing/4804-alan-dale-lane-dallas-tx-75209/1022356492719777425/
albemarle nc,0,0,73,74,0,12100,71,0.26,0.01,8450000,"informational, navigational",,,https://www.trulia.com/NC/Albemarle/,https://www.remax.com/homes-for-sale/nc/albemarle/city/3700680,
albert lea,0,0,0,77,0,12100,61,0.52,0,30400000,informational,,,,https://www.remax.com/homes-for-sale/mn/albert-lea/zip/56007,
albertville,0,0,0,98,0,12100,67,0.42,0,17300000,informational,,,,https://www.remax.com/homes-for-sale/al/albertville/city/0100988,
alexandria la,0,0,89,0,0,12100,62,0.66,0.01,212000000,informational,,,https://www.trulia.com/LA/Alexandria/,,
alexis addams,0,0,0,0,22,12100,48,0.00,0,59100000,informational,,,,,https://www.compass.com/agents/alexis-adams/
alicia fox,0,0,0,0,26,12100,40,0.00,0,39700000,informational,,,,,https://www.compass.com/agents/alicia-fox/
alixis adams,0,0,0,0,22,12100,48,0.00,0,59000000,informational,,,,,https://www.compass.com/agents/alexis-adams/
allied real estate school,0,25,0,0,0,12100,78,0.00,0,18300000,"navigational, transactional",,https://www.redfin.com/guides/agent-resources/popular-real-estate-schools-by-state,,,
alpharetta georgia,0,14,69,0,0,12100,69,0.83,0.01,25300000,informational,,https://www.redfin.com/city/438/GA/Alpharetta,https://www.trulia.com/GA/Alpharetta/,,
alpharetta high school,0,31,0,0,0,12100,66,0.00,0,10200000,"informational, transactional",,https://www.redfin.com/school/135493/GA/Alpharetta/Alpharetta-High-School,,,
alpine tx,0,0,77,0,0,12100,40,0.35,0.01,21400000,"informational, transactional",,,https://www.trulia.com/TX/Alpine/,,
altamonte springs fl,0,10,25,0,0,12100,58,0.30,0.01,8380000,informational,,https://www.redfin.com/city/227/FL/Altamonte-Springs,https://www.trulia.com/FL/Altamonte_Springs/,,
altitude apartments,0,54,40,64,0,12100,56,0.93,0.07,6490000,commercial,,https://www.redfin.com/WA/Renton/Altitude-Apartments/apartment/69353669,https://www.trulia.com/c/ma/malden/altitude-apartments-211-kennedy-dr-malden-ma-02148--2001702764,https://www.remax.com/homes-for-rent/wa/renton/altitude-apartments/neighborhood/1273837,
amber anderson,0,0,0,42,0,12100,51,0.00,0,61600000,"informational, transactional",,,,https://www.remax.com/real-estate-agents/dee-amber-anderson-louisville-ky/102188105,
amber moore,0,0,0,25,0,12100,34,0.53,0,60400000,informational,,,,https://www.remax.com/real-estate-agents/amber-moore-sugar-land-tx/102120222,
american canyon,0,0,7,0,0,12100,57,0.40,0,231000000,"informational, navigational",,,https://www.trulia.com/CA/American_Canyon/,,
amrock,0,68,0,0,0,12100,66,0.00,0,1720000,navigational,,https://www.redfin.com/buy-a-home/openbook/escrow/detroit-amrock-title-inc-sp3013549,,,
amsterdam ny,0,0,19,95,0,12100,60,1.11,0.01,500000000,"informational, transactional",,,https://www.trulia.com/NY/Amsterdam/,https://www.remax.com/homes-for-sale/ny/amsterdam/city/3602066,
ana white,0,0,0,17,0,12100,62,1.70,0.01,94,navigational,,,,https://www.remax.com/real-estate-agents/ana-white-el-paso-tx/100035470,
anacortes weather,0,76,0,0,0,12100,58,0.09,0,5150000,informational,,https://www.redfin.com/WA/Anacortes/5114-Kingsway-98221/home/15641031,,,
andalusian,0,91,0,0,0,12100,58,1.59,0,46400000,"informational, transactional",,https://www.redfin.com/OR/Portland/16091-NW-Andalusian-Way-97229/home/26700676,,,
andover ks,0,0,8,10,0,12100,54,0.59,0,5170000,informational,,,https://www.trulia.com/KS/Andover/,https://www.remax.com/homes-for-sale/ks/andover/city/2001800,
andre harrell,0,0,0,63,0,12100,60,0.00,0,2540000,"informational, transactional",,,,https://www.remax.com/real-estate-agents/andre-harrell-tampa-fl/102228992,
andrea garcia,0,0,0,27,0,12100,39,0.40,0,83600000,"informational, transactional",,,,https://www.remax.com/real-estate-agents/andrea-garcia-houston-tx/100033828,
andrew jones,0,0,0,0,89,12100,70,0.00,0,359000000,"informational, transactional",,,,,https://www.compass.com/agents/andrew-jones/
angel fire new mexico,0,0,81,0,0,12100,62,0.38,0.03,21400000,"informational, navigational",,,https://www.trulia.com/NM/Angel_Fire/,,
angel view,0,76,0,0,0,12100,32,3.03,0.01,928000000,transactional,,https://www.redfin.com/IN/Greenwood/1850-Angel-View-Dr-46143/home/82535596,,,
angela watson,0,0,0,44,0,12100,53,0.53,0.01,42800000,informational,,,,https://www.remax.com/real-estate-agents/angela-watson-kuite-lewisville-tx/101937704,
anis,0,0,0,0,78,12100,57,0.52,0.91,117000000,commercial,,,,,https://www.compass.com/agents/anis-bel/
ante,0,0,0,0,57,12100,45,0.00,0,2590000000,commercial,,,,,https://www.compass.com/agents/ante-jakic/
apartamentos de renta,0,51,13,0,0,12100,52,0.30,0.18,68,commercial,,https://www.redfin.com/rentals,https://www.trulia.com/apartments-for-rent-near-me/,,
apartment rental,0,13,11,0,0,12100,100,0.60,0.4,1550000000,navigational,,https://www.redfin.com/rentals,https://www.trulia.com/rent/,,
apartments atlanta,0,11,3,0,0,12100,91,1.22,0.36,162000000,commercial,,https://www.redfin.com/city/30756/GA/Atlanta/apartments-for-rent,"https://www.trulia.com/for_rent/Atlanta,GA/",,
apartments available near me,0,0,5,0,0,12100,97,0.92,0.43,52,"navigational, transactional",,,https://www.trulia.com/apartments-for-rent-near-me/,,
apartments dallas,0,95,5,0,0,12100,89,1.31,0.29,150000000,commercial,,https://www.redfin.com/city/30794/TX/Dallas/apartments-for-rent,"https://www.trulia.com/for_rent/Dallas,TX/",,
apartments for sale near me,0,7,3,6,19,12100,67,0.63,0.39,73,transactional,,https://www.redfin.com/condos-near-me,https://www.trulia.com/condos-for-sale-near-me/,https://www.remax.com/condos-for-sale,https://www.compass.com/
apartments in austin tx,0,77,3,0,0,12100,86,1.36,0.37,125000000,transactional,,https://www.redfin.com/city/30818/TX/Austin/apartments-for-rent,"https://www.trulia.com/for_rent/Austin,TX/",,
apartments in dallas,0,0,3,0,0,12100,89,1.31,0.29,140000000,commercial,,,"https://www.trulia.com/for_rent/Dallas,TX/",,
apartments jacksonville fl,0,25,3,0,0,12100,84,1.31,0.35,23300000,commercial,,https://www.redfin.com/city/8907/FL/Jacksonville/apartments-for-rent,"https://www.trulia.com/for_rent/Jacksonville,FL/",,
apex apartments,0,56,42,0,0,12100,50,1.04,0.07,23700000,commercial,,https://www.redfin.com/city/387/NC/Apex/apartments-for-rent,"https://www.trulia.com/for_rent/Apex,NC/",,
apex high school,0,72,0,0,0,12100,59,0.00,0,109000000,navigational,,https://www.redfin.com/school/136887/NC/Apex/Apex-High,,,
apple valley ca,0,26,8,83,0,12100,56,0.26,0.01,241000000,informational,,https://www.redfin.com/city/619/CA/Apple-Valley,https://www.trulia.com/CA/Apple_Valley/,https://www.remax.com/homes-for-sale/ca/apple-valley/city/0602364,
apt for rent near me,0,28,3,0,42,12100,96,0.65,0.4,64,transactional,,https://www.redfin.com/rentals,https://www.trulia.com/apartments-for-rent-near-me/,,https://www.compass.com/
apts for rent,0,12,7,0,0,12100,100,0.60,0.4,70,navigational,,https://www.redfin.com/rentals,"https://www.trulia.com/for_rent/Chicago,IL/",,
arbol,0,64,48,0,0,12100,50,0.00,0.42,708000000,navigational,,https://www.redfin.com/CA/Walnut-Creek/480-Arbol-Via-94598/home/1798473,https://www.trulia.com/c/nj/newark/arbol-254-orange-st-newark-nj-07103--2006257330,,
arcadia florida,0,79,48,70,0,12100,57,0.49,0.01,19700000,informational,,https://www.redfin.com/city/457/FL/Arcadia,https://www.trulia.com/FL/Arcadia/,https://www.remax.com/homes-for-sale/fl/arcadia/city/1201750,
arcountydata,0,32,0,0,0,12100,61,0.80,0,49,navigational,,https://www.redfin.com/AR/Bryant/5706-Sweetbriar-Ct-72022/home/81513607,,,
ardrey kell high school,0,88,0,0,0,12100,48,0.00,0,310000,"informational, transactional",,https://www.redfin.com/school/127480/NC/Charlotte/Ardrey-Kell-High,,,
argyle tx,0,9,62,11,0,12100,69,0.35,0.01,5600000,"informational, navigational",,https://www.redfin.com/city/1023/TX/Argyle,https://www.trulia.com/TX/Argyle/,https://www.remax.com/homes-for-sale/tx/argyle/city/4803768,
arkadelphia,0,0,75,91,0,12100,56,0.54,0,2950000,informational,,,https://www.trulia.com/AR/Arkadelphia/,https://www.remax.com/homes-for-sale/ar/arkadelphia/city/0501870,
arlington virginia,0,64,0,0,0,12100,69,1.04,0.01,151000000,informational,,https://www.redfin.com/city/21282/VA/Arlington,,,
arlington wa,0,36,45,46,0,12100,60,0.26,0.01,78000000,"informational, navigational",,https://www.redfin.com/city/680/WA/Arlington,https://www.trulia.com/WA/Arlington/,https://www.remax.com/homes-for-sale/wa/arlington/city/5302585,
armls,0,0,70,0,60,12100,65,1.03,0.01,86,navigational,,,https://www.trulia.com/p/az/benson/1590-w-cottonwood-bluffs-dr-benson-az-85602--2597098562,,https://www.compass.com/listing/1055-north-84th-place-scottsdale-az-85257/1131913158143139937/
armstrong school district,0,0,34,16,0,12100,57,0.00,0,21500000,navigational,,,https://www.trulia.com/school-district/PA-armstrong_county-armstrong_school_district-4200892023,https://www.remax.com/homes-for-sale/pa/kittanning/armstrong-school-district/school-district/4202590,
arroyo high school,0,96,0,0,0,12100,60,0.00,0,17600000,commercial,,https://www.redfin.com/school/113194/CA/El-Monte/Arroyo-High-School,,,
arvada colorado,0,0,0,96,0,12100,56,0.86,0.01,13500000,informational,,,,https://www.remax.com/homes-for-sale/co/arvada/city/0803455,
aspen brooks,0,49,0,0,0,12100,34,1.08,0,11700000,informational,,https://www.redfin.com/NV/Henderson/2027-Aspen-Brook-Dr-89074/home/29675948,,,
astoria ny,0,21,11,63,0,12100,55,1.01,0.01,40600000,informational,,https://www.redfin.com/neighborhood/30331/NY/New-York/Astoria,https://www.trulia.com/n/ny/new-york/astoria/85146/,https://www.remax.com/homes-for-sale/ny/astoria/city/9001881,
athens alabama,0,0,93,0,0,12100,62,0.53,0.01,39700000,informational,,,https://www.trulia.com/AL/Athens/,,
athens tn,0,0,78,91,0,12100,57,0.58,0.01,49400000,informational,,,https://www.trulia.com/TN/Athens/,https://www.remax.com/homes-for-sale/tn/athens/city/4702320,
atherton ca,0,9,10,62,15,12100,69,0.17,0.01,12200000,informational,,https://www.redfin.com/city/820/CA/Atherton,https://www.trulia.com/CA/Atherton/,https://www.remax.com/homes-for-sale/ca/atherton/city/0603092,https://www.compass.com/homes-for-sale/atherton-ca/
atlanta map,0,81,35,0,0,12100,65,0.57,0.52,931000000,informational,,https://www.redfin.com/city/30756/GA/Atlanta,https://www.trulia.com/GA/Atlanta/,,
aubrey texas,0,57,19,87,0,12100,50,0.88,0.01,23200000,"informational, transactional",,https://www.redfin.com/city/1217/TX/Aubrey,"https://www.trulia.com/for_rent/Aubrey,TX/",https://www.remax.com/homes-for-sale/tx/aubrey/city/4804600,
aubrey tx,0,13,37,9,0,12100,50,0.88,0.01,7210000,"informational, transactional",,https://www.redfin.com/city/1217/TX/Aubrey,"https://www.trulia.com/for_rent/Aubrey,TX/",https://www.remax.com/homes-for-sale/tx/aubrey/zip/76227,
auburn al,0,0,72,0,0,12100,80,0.83,0.01,106000000,informational,,,https://www.trulia.com/AL/Auburn/,,
auburn california,0,92,24,0,0,12100,63,0.45,0.01,126000000,informational,,https://www.redfin.com/city/856/CA/Auburn,https://www.trulia.com/CA/Auburn/,,
auburn washington,0,43,85,0,0,12100,59,0.53,0.01,113000000,informational,,https://www.redfin.com/city/29438/WA/Auburn,https://www.trulia.com/WA/Auburn/,,
audubon park,0,0,59,0,0,12100,68,0.63,0.07,18100000,navigational,,,https://www.trulia.com/n/nc/durham/audubon-park/88972/,,
aurora co weather,0,0,78,0,0,12100,66,0.68,0,99,"informational, navigational",,,https://www.trulia.com/p/co/aurora/12642-e-warren-dr-a-aurora-co-80014--2110717011,,
aurora colorado weather,0,0,69,0,0,12100,62,0.68,0,86,"informational, navigational",,,https://www.trulia.com/p/co/aurora/12642-e-warren-dr-a-aurora-co-80014--2110717011,,
